CIG,OGGETTO,AMMINISTRAZIONE APPALTANTE,RUP,DATA PUBBLICAZIONE,DATA AGGIUDICAZIONE,VALORE A BASE D’ASTA,VALORE AGGIUDICAZIONE,TIPOLOGIA CONTRATTO,LOCALIZZAZIONE
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B758384579&next=dettaglio_cig"" target=""_blank"">B758384579</a></span>",SERVIZIO DI PULIZIA DEI LOCALI COMUNALI. PROROGA TECNICA DA LUGLIO A DICEMBRE 2025 - E RELATIVO IMPEGNO DI SPESA.,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01041340371&next=dettaglio_sa"" target=""_blank"">COMUNE DI ZOLA PREDOSA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B758384579&next=dettaglio_rup"" target=""_blank"">MARTINA MIATTON</a></span>",2025-06-19,,60000.0,,SERVIZI,Bologna
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=A06B4B0895&next=dettaglio_cig"" target=""_blank"">A06B4B0895</a></span>",RADIOLOGIA INTERVENTISTICA 8248504 LOTTO 38 ALFA MEDICAL,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00577500101&next=dettaglio_sa"" target=""_blank"">ISTITUTO GIANNINA GASLINI</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=A06B4B0895&next=dettaglio_rup"" target=""_blank"">ELISABETTA BRUNO</a></span>",2025-06-10,,41440.0,,FORNITURE,
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B734FCA1CC&next=dettaglio_cig"" target=""_blank"">B734FCA1CC</a></span>","LOTTO 83 - RECEPIMENTO GARA, SUDDIVISA IN 176 LOTTI, PER LA FORNITURA TRIENNALE DI DISPOSITIVI PER LAPAROSCOPIA","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=03051880833&next=dettaglio_sa"" target=""_blank"">AZIENDA OSPEDALIERA PAPARDO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B734FCA1CC&next=dettaglio_rup"" target=""_blank"">ALBERTO MONDELLO</a></span>",2025-06-10,2025-05-23,61200.0,61200.0,FORNITURE,Messina
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7ED186766&next=dettaglio_cig"" target=""_blank"">B7ED186766</a></span>",SERVIZIO DI MANUTENZIONE E ASSISTENZA TECNICA FULL RISK DI APPARECCHIATURE RADIOLOGICHE DI PROPRIETÀ DELL'AZIENDA OSPEDALE-UNIVERSITÀ PADOVA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00349040287&next=dettaglio_sa"" target=""_blank"">AZIENDA OSPEDALE-UNIVERSITA' PADOVA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7ED186766&next=dettaglio_rup"" target=""_blank"">MARIA-ELENA SERAFIN</a></span>",2025-08-07,,194374.0,,SERVIZI,Padova
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B55503D427&next=dettaglio_cig"" target=""_blank"">B55503D427</a></span>",FORNITURA DI DISPOSITIVI MEDICI PER L'ANNO 2025,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01598570354&next=dettaglio_sa"" target=""_blank"">AZIENDA UNITA' SANITARIA LOCALE DI REGGIO EMILIA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B55503D427&next=dettaglio_rup"" target=""_blank"">ERMENEGILDO DEOLMI</a></span>",2025-01-23,,50000.0,,FORNITURE,Reggio nell'Emilia
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B860168925&next=dettaglio_cig"" target=""_blank"">B860168925</a></span>",FORNITURA DI PNEUMATICI E PRESTAZIONI TECNICHE CORRELATE,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00215150236&next=dettaglio_sa"" target=""_blank"">COMUNE DI VERONA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B860168925&next=dettaglio_rup"" target=""_blank"">DONATELLA QUARANTOTTO</a></span>",2025-09-25,2025-10-15,66000.0,66000.0,FORNITURE,Verona
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B753B02F9D&next=dettaglio_cig"" target=""_blank"">B753B02F9D</a></span>","SERVIZIO DI CONCESSIONE IN AFFIDAMENTO DEL LIDO COMUNALE RONCHI STAGIONE TURISTICA 2025 (EVENTUALMENTE RINNOVABILE PER LA SUCCESSIVA, SU ISTANZA DEL CONCESSIONARIO,COMUNQUE, AD INSINDACABILE GIUDIZIO DELLAMMINISTRAZIONE COMUNALE) ","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00667270235&next=dettaglio_sa"" target=""_blank"">COMUNE DI CASTELNUOVO DEL GARDA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B753B02F9D&next=dettaglio_rup"" target=""_blank"">ENRICO GUZZI</a></span>",2025-06-19,2025-06-18,40100.0,40100.0,SERVIZI,Verona
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B785AE994C&next=dettaglio_cig"" target=""_blank"">B785AE994C</a></span>",FORNITURA MATERIALI MANUTENZIONI LOCALI ASL FG,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=03600140713&next=dettaglio_sa"" target=""_blank"">SANITASERVICE ASL FG S.R.L.</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B785AE994C&next=dettaglio_rup"" target=""_blank"">ANTONIO BIUSO</a></span>",2025-07-04,2025-07-03,42000.0,42000.0,FORNITURE,Foggia
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B786C0BCBC&next=dettaglio_cig"" target=""_blank"">B786C0BCBC</a></span>",ENERGIA ELETTRICA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01756890180&next=dettaglio_sa"" target=""_blank"">COMUNE DI SAN DAMIANO AL COLLE</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B786C0BCBC&next=dettaglio_rup"" target=""_blank"">MARCELLO PASSERINI</a></span>",2025-07-03,2024-07-03,40000.0,40000.0,FORNITURE,Pavia
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B900A09C3F&next=dettaglio_cig"" target=""_blank"">B900A09C3F</a></span>","CONVENZIONE TRA URF E PROSOLIDARIETATE (ETS) PER PROGETTO A FAVORE DELLE PERSONE INDIGENTI PER QUATTRO ANNI € 188.000,00","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=90028320399&next=dettaglio_sa"" target=""_blank"">UNIONE DELLA ROMAGNA FAENTINA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B900A09C3F&next=dettaglio_rup"" target=""_blank"">STEFANO CASANOVA</a></span>",2025-11-07,,188000.0,,SERVIZI,Ravenna
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B78C699722&next=dettaglio_cig"" target=""_blank"">B78C699722</a></span>",CONTROLLO E VALIDAZIONE RENDICONTI NELL'MBITO DI BANDO A CASCATA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00876220633&next=dettaglio_sa"" target=""_blank"">UNIVERSITA' DEGLI STUDI DI NAPOLI FEDERICO II</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B78C699722&next=dettaglio_rup"" target=""_blank"">MARIAROSARIA PERSICO</a></span>",2025-07-08,2025-10-31,117200.0,117200.0,SERVIZI,Napoli
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B791A3EDB1&next=dettaglio_cig"" target=""_blank"">B791A3EDB1</a></span>","LOTTO N.4.2ICD DR CON CARATTERISTICHE DI LONGEVITÀ DEL SISTEMA, CON RELATIVI ELETTROCATETERI ATRIALE E VENTRICOLARE DITTAABBOTT MEDICAL ITALIA SRL","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=03084880263&next=dettaglio_sa"" target=""_blank"">AZIENDA ULSS N. 2 MARCA TREVIGIANA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B791A3EDB1&next=dettaglio_rup"" target=""_blank"">GIUSEPPE MAGLIOCCA</a></span>",2025-07-08,2025-07-03,142290.0,139230.0,FORNITURE,Treviso
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7938D2991&next=dettaglio_cig"" target=""_blank"">B7938D2991</a></span>",SERVIZIO ASILO NIDO,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=80009210032&next=dettaglio_sa"" target=""_blank"">COMUNE DI MEZZOMERICO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7938D2991&next=dettaglio_rup"" target=""_blank"">ROSANNA MARIA TRANCHIDA</a></span>",2025-07-09,2025-07-15,106425.0,106425.0,SERVIZI,Novara
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6AC6D5C63&next=dettaglio_cig"" target=""_blank"">B6AC6D5C63</a></span>","SERVIZI DI MANUTENZIONE DELLE ATTREZZATURE A DISPOSIZIONE DEL SERVIZIO DI MANUTENZIONE DEL VERDE, CON FORNITURA DI PEZZI DI RICAMBIO E/O NUOVE ATTREZZATURE","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01741410490&next=dettaglio_sa"" target=""_blank"">SCAPIGLIATO SRL</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6AC6D5C63&next=dettaglio_rup"" target=""_blank"">ALDO REPETI</a></span>",2025-05-02,2025-04-30,80000.0,80000.0,SERVIZI,Livorno
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8AB36744D&next=dettaglio_cig"" target=""_blank"">B8AB36744D</a></span>","SISTEMA PER IL TRATTAMENTO DEL RIGURGITO MITRALICO FUNZIONALE MEDIANTE RIMODELLAMENTO DELL'ANNULUS MITRALICO CON IMPIANTO DI UN DISPOSITIVO ALL'INTERNO DEL SENO CORONARICO. IL SISTEMA DEVE ESSERE COMPOSTO DA UN DISPOSITIVO IN NITINOL, UN CATETERE DI POSIZIONAMENTO ED UN GRUPPO IMPUGNATURA.","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01987250782&next=dettaglio_sa"" target=""_blank"">AZIENDA OSPEDALIERA DI COSENZA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8AB36744D&next=dettaglio_rup"" target=""_blank"">GIANMARIO PERRELLI</a></span>",2025-10-17,,368000.0,,FORNITURE,Cosenza
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B805906ADB&next=dettaglio_cig"" target=""_blank"">B805906ADB</a></span>",MICROCATETERE SUPERSELETTIVO CON DIVERSE CONFORMAZIONI DI PUNTA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01455570562&next=dettaglio_sa"" target=""_blank"">AZIENDA SANITARIA LOCALE VITERBO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B805906ADB&next=dettaglio_rup"" target=""_blank"">TANIA MORANO</a></span>",2025-08-26,,100650.0,,FORNITURE,Viterbo
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7B41A8844&next=dettaglio_cig"" target=""_blank"">B7B41A8844</a></span>",SPESE PER SERVIZI SOCIALI GESTITI DA ASCI DI LOMAZZO ANNO 2025,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00227560133&next=dettaglio_sa"" target=""_blank"">COMUNE DI ROVELLO PORRO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7B41A8844&next=dettaglio_rup"" target=""_blank"">FRANCESCA FRANCHI</a></span>",2025-07-18,,50726.08,,SERVIZI,Como
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5551625F1&next=dettaglio_cig"" target=""_blank"">B5551625F1</a></span>",ADESIONE ALLA CONVENZIONE ARIA_2023_018 LOTTI 2 E 6 PER LA FORNITURA DI POMPE INFUSIONALI E NUTRIZIONALI E DEFLUSSORI.,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01668320151&next=dettaglio_sa"" target=""_blank"">FONDAZIONE IRCCS ISTITUTO NEUROLOGICO CARLO BESTA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5551625F1&next=dettaglio_rup"" target=""_blank"">MARIA CONCETTA MORABITO</a></span>",2025-01-23,2025-01-30,286080.0,286080.0,FORNITURE,Milano
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B583B9C430&next=dettaglio_cig"" target=""_blank"">B583B9C430</a></span>",SUTURATRICE LINEARE TAGLIA E CUCI MANUALE PRECARICATA O CON RICARICHE MONOUSO,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=02853720783&next=dettaglio_sa"" target=""_blank"">AZIENDA SANITARIA PROVINCIALE DI COSENZA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B583B9C430&next=dettaglio_rup"" target=""_blank"">FRANCESCO PERRI</a></span>",2025-02-05,2025-02-03,113524.21,113524.21,FORNITURE,Cosenza
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B599ECD12D&next=dettaglio_cig"" target=""_blank"">B599ECD12D</a></span>","SERVIZI GEOLOGICI INERENTI IL PROGETTO: OCDPC 727-2021-BS-019 - BONIFICA FRANA IN LOCALITA' SASSI MARCI, IN COMUNE DI GIANICO","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01766100984&next=dettaglio_sa"" target=""_blank"">COMUNITA' MONTANA DI VALLECAMONICA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B599ECD12D&next=dettaglio_rup"" target=""_blank"">GIAN BATTISTA SANGALLI</a></span>",2025-02-12,2025-02-11,61321.91,61321.91,SERVIZI,Brescia
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5ED7FDC90&next=dettaglio_cig"" target=""_blank"">B5ED7FDC90</a></span>",VIAGGI ISTRUZIONE SCUOLA MEDIA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=82008250464&next=dettaglio_sa"" target=""_blank"">ISTITUTO COMPRENSIVO DI SERAVEZZA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5ED7FDC90&next=dettaglio_rup"" target=""_blank"">SILVIA BARBARA MARGHERITA GORI</a></span>",2025-03-07,2025-02-27,55355.0,55355.0,SERVIZI,Lucca
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6E4333400&next=dettaglio_cig"" target=""_blank"">B6E4333400</a></span>",LAVORI DI SOMMA URGENZA PER IL CONSOLIDAMENTO DEL MURO DI SOSTEGNO DEL PERCORSO PEDONALE PUBBLICO DI VIA VILLAGGIO BORTOLI A SAN NAZARIO.,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=04199270242&next=dettaglio_sa"" target=""_blank"">COMUNE DI VALBRENTA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6E4333400&next=dettaglio_rup"" target=""_blank"">NIVIO VANIN</a></span>",2025-05-19,2025-05-16,234537.71,234537.71,LAVORI,Vicenza
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B53090C060&next=dettaglio_cig"" target=""_blank"">B53090C060</a></span>",SERVIZIO DI ACCOGLIENZA SPECIALISTICA SALA FALQUI E SALA MANOSCRITTI DAL 01 GENNAIO 2025 AL 30 GIUGNO 2025,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=80232070583&next=dettaglio_sa"" target=""_blank"">BIBLIOTECA NAZIONALE CENTRALE DI ROMA VITTORIO EMANUELE II</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B53090C060&next=dettaglio_rup"" target=""_blank"">SILVANA DE CAPUA</a></span>",2025-01-15,2025-02-01,70139.52,70139.52,SERVIZI,Roma
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7E18F691D&next=dettaglio_cig"" target=""_blank"">B7E18F691D</a></span>",DIALISI 5 - LOTTO 9,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=92038610371&next=dettaglio_sa"" target=""_blank"">AZ. OSP. UNIV. S.ORSOLA-MALPIGHI</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7E18F691D&next=dettaglio_rup"" target=""_blank"">LUCA LELLI</a></span>",2025-08-04,2025-05-09,1092491.71,1092491.71,FORNITURE,Bologna
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B9692B7307&next=dettaglio_cig"" target=""_blank"">B9692B7307</a></span>",AFFIDAMENTO SERVIZIO DI GESTIONE CENTRI COLLETTIVI CON CAPACITÀ RICETTIZIA FINO A 50 POSTI,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=80043490103&next=dettaglio_sa"" target=""_blank"">PREFETTURA- UTG GENOVA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B9692B7307&next=dettaglio_rup"" target=""_blank"">ELISA NICOLINI</a></span>",2025-12-05,2025-12-12,736222.5,736222.5,SERVIZI,Genova
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B66E7D717D&next=dettaglio_cig"" target=""_blank"">B66E7D717D</a></span>",AFFIDAMENTO DIRETTO FINALIZZATO ALLA STIPULA DI UN ACCORDO QUADRO MONOPERATORE RELATIVO ALLA FORNITURA TRIENNALE DI REAGENTI E PLASTICHE PER I LABORATORI DI MALATTIE INFETTIVE E PARASSITOLOGIA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=80006480281&next=dettaglio_sa"" target=""_blank"">UNIVERSITA' DEGLI STUDI DI PADOVA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B66E7D717D&next=dettaglio_rup"" target=""_blank"">GABRIELE NICOLI</a></span>",2025-04-10,2025-04-16,120000.0,120000.0,FORNITURE,Padova
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7C1033A18&next=dettaglio_cig"" target=""_blank"">B7C1033A18</a></span>",AFFIDAMENTO FORNITURA N. 1 AUTOMEZZO FIAT E-DOBLÒ SERIE 3 ALLESTITO PER TRASPORTO DISABILI.,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=02086700222&next=dettaglio_sa"" target=""_blank"">AZIENDA PUBBLICA SERVIZI ALLA PERSONA CLEMENTINO VANNETTI</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7C1033A18&next=dettaglio_rup"" target=""_blank"">ANDREA ZENCHER</a></span>",2025-07-25,2025-07-24,44752.0,44752.0,FORNITURE,Trento
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7DFBC2FB7&next=dettaglio_cig"" target=""_blank"">B7DFBC2FB7</a></span>",LAVORI DI MESSA IN SICUREZZA DEL PONTE SU LAMA PATERNA NEL COMUNE DI BISCEGLIE. PIANO OPERATIVO FSC INFRASTRUTTURE 2014/2020. CUP C15F21000070001 – CIG.9536298210. IMMOBILE SITO IN: VIA G. BOVIO (EX S.S. N. 16 BISCEGLIE-TRANI). AFFIDAMENTO SERVIZI TECNICI DI DIREZIONE LAVORI E COORDINAMENTO PER LA SICUREZZA IN FASE DI ESECUZIONE.,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=83001630728&next=dettaglio_sa"" target=""_blank"">COMUNE DI BISCEGLIE</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7DFBC2FB7&next=dettaglio_rup"" target=""_blank"">GIACOMO LOSAPIO</a></span>",2025-08-05,2025-08-04,72138.36,72138.36,SERVIZI,
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7E6147687&next=dettaglio_cig"" target=""_blank"">B7E6147687</a></span>",LOCAZIONE DI AREE DA DESTINARE ALLA REALIZZAZIONE DI UN PARCHEGGIO PUBBLICO PER LA STAGIONE BALNEARE,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01951840907&next=dettaglio_sa"" target=""_blank"">SILENE MULTISERVIZI - S.U.R.L.</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7E6147687&next=dettaglio_rup"" target=""_blank"">PIER MARIO MUZZEDDU</a></span>",2025-08-05,,100000.0,,SERVIZI,Sassari
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B290E6662B&next=dettaglio_cig"" target=""_blank"">B290E6662B</a></span>",SERVIZIO DI VERNICIATURA PAVIMENTAZIONE PRESSO LA NOSTRA CENTRALE DI COGENERAZIONE DI MONZA NORD,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01734970120&next=dettaglio_sa"" target=""_blank"">ACINQUE TECNOLOGIE S.P.A.</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B290E6662B&next=dettaglio_rup"" target=""_blank"">GIOVANNI CHIGHINE</a></span>",2025-08-27,2024-07-22,50000.0,50000.0,SERVIZI,Monza e della Brianza
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B80AE10808&next=dettaglio_cig"" target=""_blank"">B80AE10808</a></span>",LOTTO 332 D.D.176 DEL 2025,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01151150867&next=dettaglio_sa"" target=""_blank"">AZIENDA SANITARIA PROVINCIALE ENNA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B80AE10808&next=dettaglio_rup"" target=""_blank"">GIUSEPPA MATILDE ROSARIA LIPIANI</a></span>",2025-08-26,,91371.59,,FORNITURE,Enna
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7129E9B88&next=dettaglio_cig"" target=""_blank"">B7129E9B88</a></span>",DAC.0360.2025 - AFFIDAMENTO IN URGENZA DEL SERVIZIO DI DISPIEGAMENTO DEL MES LATO DRITTO + ZATTERA ASSERVITA E REVISIONE ANNUALE ZATTERE DI SALVATAGGIO LATO DRITTO,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01585570581&next=dettaglio_sa"" target=""_blank"">RETE FERROVIARIA ITALIANA - SOCIETA' PER AZIONI</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7129E9B88&next=dettaglio_rup"" target=""_blank"">FRANCESCA DE SANTIS</a></span>",2025-06-20,2025-07-29,53630.29,53630.29,SERVIZI,Roma
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B80A851A1F&next=dettaglio_cig"" target=""_blank"">B80A851A1F</a></span>",FUNZIONE EDILIZIA SCOLASTICA SU DELEGA DEL COMUNE DI COMELICO SUPERIORE - SERVIZIO GESTIONE DELLA SEZIONE PRIMAVERA PRESSO LA SCUOLA DELLINFANZIA DI CANDIDE NEL PERIODO DAL 10 SETTEMBRE 2025 AL 27 GIUGNO 2026. ,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=92001980256&next=dettaglio_sa"" target=""_blank"">UNIONE MONTANA COMELICO E SAPPADA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B80A851A1F&next=dettaglio_rup"" target=""_blank"">LIVIO OLIVOTTO</a></span>",2025-08-27,2025-08-26,69993.0,69993.0,SERVIZI,Belluno
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7BA488066&next=dettaglio_cig"" target=""_blank"">B7BA488066</a></span>",ACCORDO QUADRO PER LA GESTIONE DEI SERVIZI DOMICILIARI E SERVIZI AGGIUNTIVI FINALIZZATI ALL'AUTONOMIA E AL MANTENIMENTO A DOMICILIO DI ANZIANI E DISABILI DA REALIZZARE IN 17 COMUNI DELL'ATS DISTRETTO DI NUORO,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00053070918&next=dettaglio_sa"" target=""_blank"">COMUNE DI NUORO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7BA488066&next=dettaglio_rup"" target=""_blank"">ANTONELLA MURGIA</a></span>",2025-07-23,,4419338.75,4121917.25213,SERVIZI,Nuoro
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B816B93BDF&next=dettaglio_cig"" target=""_blank"">B816B93BDF</a></span>",LAVORI DI MESSA IN SICUREZZA DELL'UTENZA DEBOLE LUNGO LA SP 1 'AMITERNINA' IN CORRISPONDENZA DEL PLESSO SCOLASTICO 'GIANNI RODARI',"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=80002370668&next=dettaglio_sa"" target=""_blank"">AMMINISTRAZIONE PROVINCIALE DELL'AQUILA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B816B93BDF&next=dettaglio_rup"" target=""_blank"">WANDA ILINCA PAOLINI</a></span>",2025-09-02,2025-09-01,122509.0,122509.0,LAVORI,L'Aquila
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5F52DB13D&next=dettaglio_cig"" target=""_blank"">B5F52DB13D</a></span>",FORNITURA IN ACCORDO QUADRO PER LA REALIZZAZIONE DI GADGET PERSONALIZZATI PER LA PER VARIE ESIGENZE DI ATENEO E DEL SETTORE ORIENTAMENTO,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=93002750698&next=dettaglio_sa"" target=""_blank"">UNIVERSITA' DEGLI STUDI G.D'ANNUNZIO DI CHIETI - PESCARA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5F52DB13D&next=dettaglio_rup"" target=""_blank"">DOMENICO DONATO MARCHETTI</a></span>",2025-03-10,2025-03-07,139000.0,139000.0,FORNITURE,Chieti
